Country Name,Country Code,Series Name,Series Code,1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Australia,AUS,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1.28307386172455,1.35357843129741,1.53425510339029,1.38286697419906,2.66913459162682,2.49991833056873,1.63375106201211,1.02915750030014,1.26051610938926,1.3978068378048,1.76548145442808,0.929808215420833,1.13675372968427,0.690456564598483,0.707762594111794,1.11268477697549,0.667949181507863,0.630488717310917,0.650916077009309,0.514507240300466,0.565691242795579,0.573703703480827,0.476946190178347,0.305097561026965,0.352848884148261,0.840936513501834,0.793400814540197,0.845214457542681,0.830558515193983,0.86046996130945,0.975027945773103,0.966220181245105,0.953483618478999,1.20956779516417,0.772533420457289,0.981467733267183,1.15531229451538,0.771534854492338,0.627432347452262,0.755451088942237,0.567565619466884,0.591410295226177,0.760358992143208,1.14049132500834,1.31732811944483,1.1162720977283,1.6313907314568,..,..,..
Australia,AUS,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,..,8.27281919294052,2.67000594277953,-3.27448629429033,21.7097670442402,-12.2954274074594,-12.3293156609138,16.35607929113,-21.8606476938175,43.2934793529589,0.199831720656292,-6.98715930163395,1.07207342762563,-2.15862145967472,4.41249191677127,8.19337680789829,5.54246077176914,-5.30564063297601,5.25925676358614,4.13865949683118,-14.6519133241125,21.0710169979833,8.03117284868675,0.724138880475778,10.0541249794981,6.8554396423249,3.97024639702464,3.19933822214273,-21.5342620074092,25.6357160606312,4.2853375527426,2.90807940321154,-15.1369947167957,8.18493315959654,17.2792969621269,-0.736007303018198,3.40843775146568,0.91897800752227,-0.85186069140245,1.10915655957781,1.46875686762876,-7.13460636032198,9.36194196645481,-2.77767904744979,-10.5324729924873,-9.56379609766064,21.7987529369239,17.1387234989706,4.62685858154006,7.21604237608777
Australia,AUS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.19344556378381,3.17119798137394,3.04290304290304,3.25260169867343,3.338069551688,3.00960378827297,3.37883694507618,3.2294108664996,3.02881678093816,3.04756942266652,3.11042835542061,3.49688013321987,3.94502714007345,2.88740742216489,3.06160592253807,2.88586426810108,2.73103337885222,2.20601401439639,2.3420923019017,2.30109850559796,2.2044403145849,2.29239672089776,2.26781756709032,2.28547861762825,2.22073827026642,2.3759901241561,2.40555300214607,2.70644694209046,2.46003762123075,2.11578072211076,2.01224930777837,2.30383992497922,2.67322768587611,2.57350206211225,2.21816550483994
Australia,AUS,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.227485341102,11.9186578448085,14.1452466452466,17.8738893678711,20.1885057766862,21.6803200993857,21.8111080233435,20.8599426944392,16.8775032244926,31.0660703401538,29.5228121217974,27.6933059278882,25.8835396049421,25.0737136225763,22.8610710239339,22.4060502981278,21.439297308383,20.0957188232021,18.1805465955822,23.8686549747471,28.6633975352712,30.0953996273683,39.441661369273,37.5600008066242,41.7223304965257,46.4820384628409,54.6779869160885,53.3164358193161,54.5030658860126,60.2260851971351,69.3215748590956,70.0109117652417,58.0466964106785,..,..
Australia,AUS,Child employment in agriculture (% of economically active children ages 7-14),SL.AGR.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Child employment in manufacturing (% of economically active children ages 7-14),SL.MNF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Children in employment, study and work (% of children in employment, ages 7-14)",SL.TLF.0714.SW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Austria,AUT,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,0.337729866524299,4.66286125395818,4.61230702874241,0.488593974853742,5.18769006774311,0.795049987315124,-1.04564379509762,1.87005851190771,3.80339943829205,0.168328909933109,2.1369249049477,2.67575779402097,1.82250979179166,3.75735531246131,3.35815275897656,3.68872059499981,1.9168117440701,0.891647830893575,-0.883768406192004,2.01816570262336,1.9965558347027,2.13223545222144,1.28880549305921,3.1620021557121,1.78234066829219,3.43914631950624,-0.153572220192387,2.25810903623479,0.488108097381229,2.38028707592161,1.15062247910632,3.61719100832674,3.01669067837216,1.26648291745714,-5.2285274727893,1.65337859307758,1.17751643892446,-0.84745278162049,-0.801845009778262,0.103543455313982,-0.627443642042252,2.6467987892439,-0.417733378513006,1.49102113123345,1.04785053518827,-6.85935901254572,3.20417675649207,..,..,..
Austria,AUT,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,0.0718672414311499,4.47811423214574,4.65247592011721,0.407270287101341,5.00853603361297,0.795156798151694,-0.792970100985499,1.94314288397635,3.63578759389381,0.162023608156019,2.18489043904316,2.74102794580995,1.88696775021459,3.90434950856103,3.82484607344118,4.48184830192045,2.9394643217546,2.00814572023226,-0.0630489763551907,2.41155909458128,2.15283855617309,2.27022736399418,1.40364758734917,3.27526226504864,1.98056437237688,3.68818227619165,0.229371786808258,2.76243853987425,0.978813959113879,3.01744227023649,1.84208120807683,4.13115706175734,3.35115750042327,1.58398566976092,-4.97994513484772,1.89804148045801,1.51914191662692,-0.394347009517176,-0.21545737787298,0.888959501935744,0.492782358044181,3.76284101580144,0.276394047722633,1.98656124001945,1.49818420480301,-6.47185689083287,3.65478901363321,..,..,..
Austria,AUT,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.422254390126692,0.460403606206849,0.394972332114716,0.424537862296411,0.418657853434691,0.389514402268524,0.435662887975826,0.501985435073955,0.510339339660853,0.523439193866862,0.602960514547655,0.676522029513204,0.655873061141852,0.598063553382969,0.555514473690897,0.562361983429614,0.5391274670563,0.471886115986051,0.43571870188328,0.443024369869997,0.505448396586171,0.470143738047691,0.493630014642571,0.492729210437232,0.471439612378293,0.581431471832498,0.577767642266926,0.596177045272606,0.548372051254847,0.595751007127447,0.570601334873526,0.567822672145411,..,..,..
Austria,AUT,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,0.0180292974782194,0.0621215149505152,0.0460919080681435,0.0419157154311259,0.0704690145572094,0.0696745197496808,0.067165967892895,0.0484810251283844,0.0450352417313272,0.0485910914103352,0.0509541586203382,0.035821248413702,0.0280305402399734,0.0399280509103429,0.0579915181408378,0.0563535216634065,0.0323820265409049,0.0118621543160986,0.0115415504885626,0.0229652539262049,0.0188892227738627,0.0274008876398898,0.0240769567869004,0.0155482485770205,0.0137647857364968,0.0109057554560766,0.0152309389630562,0.0277081870990318,0.0377213379074667,0.0285377171076866,0.030151750025822,0.0426422228056296,0.0552657053436165,0.0583043503539372,0.0400329106931119,0.0484573591225784,0.0479460287329818,0.0418616934623879,0.0404650786468084,0.0403134117701216,0.0407159277667915,0.0348138024715943,0.0331755870463297,0.0450196188503379,0.0333158189096718,0.0227695688847169,0.0290717473889363,..,..,..
Austria,AUT,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,0.29195656613455,0.317340002042315,0.261202468454155,0.231257837471833,0.400498812187188,0.37999171595108,0.298398109611524,0.17789864349459,0.213957221476064,0.222614130604015,0.211399389171033,0.091607961794896,0.0843960601402527,0.0883743332082554,0.130610846788179,0.13667110839872,0.0759422294267467,0.0478943232929916,0.050370251656681,0.0534325767107581,0.0511694266249912,0.0661195651728515,0.0619098281459097,0.0254705875009164,0.0387314458607116,0.0788331665655613,0.0867168150849717,0.0884090072044131,0.0941913192357768,0.090537484002835,0.0957927949239247,0.131473184775975,0.137547740359666,0.175748515092689,0.118771524132107,0.134346763625082,0.156884420705329,0.168682443235827,0.149227841292337,0.135585373616233,0.0923158273899009,0.0677950635081036,0.0776420103252036,0.100695375466333,0.0769953294396026,0.0420824027177127,0.0828769699169557,..,..,..
Austria,AUT,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,0.269642015992858,0.250932026318548,0.213162751554901,0.188342180360293,0.32771721156305,0.309384221819925,0.230578139604783,0.128100015917317,0.168430463772673,0.17398588892082,0.160345407612759,0.055786713381194,0.0562544820426199,0.0440828180769326,0.0662351563442328,0.0783996924634796,0.0424541475007946,0.0340088359986792,0.037595259705761,0.0295248945536383,0.0317626388666413,0.0382175150228682,0.0376385933157313,0.00873955978613039,0.0240347707829376,0.067130684997088,0.0709056589273944,0.0603451904111482,0.0563052631525372,0.061828706731786,0.0642986378654293,0.0866220628816176,0.0785471812719636,0.113084758281736,0.0776229563214441,0.0812464922746426,0.102713353962844,0.121362430517088,0.102807587041594,0.0920033862680556,0.0499583558453872,0.0308944650482151,0.041704775264542,0.0556757566159948,0.0436795105299308,0.0193128338329958,0.0538052225280194,..,..,..
Austria,AUT,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,..,..,-2.21620119933881,1.3507133618758,3.2117656186295,-2.25380911651388,-3.80091308247302,6.75793973372092,-3.45470664529745,0.250234914409447,-3.34910802522592,2.05754579497869,-1.04097102639788,3.05158592184908,-0.501539338997361,7.62291455061303,-2.98522461895513,-2.07493910455128,-1.83033825322946,7.80159286033472,0.27214496209902,-1.64796454038155,3.69352624573527,4.22018913043354,6.02701667171002,-5.52795365551806,0.738036443027852,-1.76142689958084,-4.21925171338229,10.1060168814692,-1.39778692971328,-1.52705175502305,11.0607069386735,7.47172069844963,-7.02867528850713,-6.00555851192136,15.3489158550082,-6.5911077010019,-6.89768487699449,7.99056694430809,-4.21017568753832,5.21989920392039,-1.03817985890988,2.84827096647255,-1.44773754669532,-3.06894322141029,6.25697298470004,6.76472952260761,-2.71552777831862,2.44282532774882
Austria,AUT,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..,5.16882898010092,4.46412297942607,4.46865633996143,4.3414296563035,4.37936589803283,4.01549749233118,3.6906724257583,3.45398012529909,3.62620278551257,3.17354454391586,3.26646617250846,3.2366358109153,3.08577996292332,3.04842141172211,3.13503392093378,2.84569687770774,2.48336784032364,2.23142704311096,2.40057756945597,2.18502137013502,1.97649891499438,1.96702623453595,1.83846734685464,1.78102549667367,1.67089601150509,1.70825527346988,1.59223426298384,1.4869307559019,1.4931762753994,1.28239498294254,1.32751796800624,1.46196340335606,1.38504114785417,1.17655306368833,1.29288595990855,1.46130648071081,1.41768134316306,1.27784992108872,1.27555801772568,1.14362854172989,1.14928264077268,1.19990203076681,1.10911414021412,1.04463413653499,1.07138113272871,1.21593848387113,1.37475103789849,1.29697030335468,1.22893300610755
Austria,AUT,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Child employment in agriculture (% of economically active children ages 7-14),SL.AGR.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Child employment in manufacturing (% of economically active children ages 7-14),SL.MNF.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,Child employment in services (% of economically active children ages 7-14),SL.SRV.0714.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Austria,AUT,"Children in employment, study and work (% of children in employment, ages 7-14)",SL.TLF.0714.SW.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,..,..,..,..,..,2.15215882359633,2.58526621385494,3.60690551501534,2.19927904580318,2.47651099332115,2.2989266033088,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,..,..,..,..,..,0,0,0,0,0,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Agriculture, forestry, and fishing, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
